date,side,entry_dist,mfe_5m,mae_5m,mfe_10m,mae_10m,mfe_15m,mae_15m,hit_+0.25%,hit_+0.50%,hit_+0.60%,hit_+0.75%,hit_+1.00%
2026-03-23,short,0.41947249771127415,0.0976,0.1363,0.1767,0.1363,0.2053,0.1363,False,False,False,False,False
2026-03-23,short,0.40370397232266886,0.1076,0.0219,0.1076,0.0504,0.1681,0.0504,False,False,False,False,False
2026-03-23,long,0.49096462524230394,0.0509,0.3435,0.0509,0.3545,0.0509,0.3545,False,False,False,False,False
2026-03-23,long,0.5893628976042307,0.045,0.1606,0.045,0.266,0.045,0.4172,False,False,False,False,False
2026-03-23,long,0.6160222004081333,0.126,0.0545,0.126,0.08,0.1277,0.08,False,False,False,False,False
2026-03-23,long,0.7687376983818671,0.2201,0.0136,0.2798,0.0136,0.6176,0.0136,True,True,True,False,False
2026-03-24,long,0.45667941461050543,0.3573,0.0,0.3573,0.0292,0.3573,0.0292,True,False,False,False,False
2026-03-24,short,0.411788933156403,0.1295,0.0545,0.1295,0.1772,0.1526,0.1772,False,False,False,False,False
2026-03-24,short,0.40541546642404,0.08,0.046,0.08,0.046,0.08,0.1022,False,False,False,False,False
2026-03-24,short,0.4813966366996946,0.3591,0.0,0.3863,0.0,0.4373,0.0,True,False,False,False,False
2026-03-25,long,0.5395190228308877,0.2269,0.0904,0.4077,0.0904,0.5425,0.0904,True,True,False,False,False
2026-03-25,long,0.40768793351816457,0.1049,0.0009,0.1612,0.0009,0.2396,0.0009,False,False,False,False,False
2026-03-26,long,0.5745704788606014,0.1089,0.0207,0.1089,0.0207,0.1089,0.0277,False,False,False,False,False
2026-03-26,long,0.5950496272357504,0.1074,0.0,0.1816,0.0,0.1816,0.0,False,False,False,False,False
2026-03-26,long,0.6819685517817954,0.0978,0.0364,0.1299,0.0364,0.1299,0.0364,False,False,False,False,False
2026-03-26,long,0.6691184990028033,0.0225,0.142,0.0225,0.2338,0.0225,0.291,False,False,False,False,False
2026-03-26,long,0.8522532763834831,0.0347,0.0781,0.0434,0.1493,0.0555,0.1493,False,False,False,False,False
2026-03-27,long,0.4317288904587303,0.1518,0.0971,0.1518,0.0971,0.2418,0.0971,False,False,False,False,False
2026-03-27,long,0.4423189177394146,0.0203,0.0929,0.0203,0.1937,0.0203,0.1937,False,False,False,False,False
2026-03-27,long,0.5814253252150714,0.0,0.0886,0.0,0.0992,0.0,0.1329,False,False,False,False,False
2026-03-27,long,0.6703971092192037,0.0523,0.0408,0.0523,0.0798,0.0523,0.1189,False,False,False,False,False
2026-03-27,long,0.683718733330903,0.016,0.0852,0.0515,0.0852,0.1278,0.0852,False,False,False,False,False
2026-03-30,long,0.4356129388494277,0.0818,0.0995,0.1066,0.0995,0.2506,0.0995,True,False,False,False,False
2026-03-30,long,0.43691797597088133,0.3721,0.0552,0.3721,0.0552,0.4467,0.0552,True,False,False,False,False
2026-03-30,long,0.5303238624154616,0.0624,0.0607,0.0624,0.0999,0.0624,0.1945,False,False,False,False,False
2026-03-30,long,0.6349441094078012,0.0322,0.1108,0.0322,0.1179,0.0965,0.1179,False,False,False,False,False
2026-03-30,long,0.5701980835133559,0.0607,0.0232,0.0607,0.1072,0.0607,0.1072,False,False,False,False,False
2026-03-31,long,0.45723303540055416,0.2445,0.0354,0.551,0.0354,0.551,0.0354,True,True,False,False,False
2026-03-31,short,0.4947176455663677,0.0166,1.023,0.0166,1.023,0.0166,1.023,False,False,False,False,False
2026-03-31,short,1.0232688996771382,0.0575,0.2891,0.1393,0.2891,0.1393,0.2891,False,False,False,False,False
