entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
2760,2774,14,1.734,1.7517329810915958,0.010226632694115239,time,long,0.7272727272727004,Tight Scalp (+20/-10%),AAPL
2786,2800,14,1.734,1.715238688524595,-0.010819672131144781,time,short,0.7066246056780767,Tight Scalp (+20/-10%),AAPL
2861,2875,14,1.734,1.5414637204466959,-0.11103591669740721,time,short,0.6200692041522438,Tight Scalp (+20/-10%),AAPL
2944,2958,14,1.734,1.7919444615793667,0.03341664450943871,time,short,0.6319444444444483,Tight Scalp (+20/-10%),AAPL
2970,2984,14,1.734,1.653822059299907,-0.04623872012692784,time,short,0.703703703703711,Tight Scalp (+20/-10%),AAPL
3017,3031,14,1.734,1.7619630606755012,0.016126332569493224,time,short,0.7410207939507517,Tight Scalp (+20/-10%),AAPL
3023,3037,14,1.734,1.7732402789307689,0.022629918645195427,time,short,0.7808764940238135,Tight Scalp (+20/-10%),AAPL
3122,3136,14,1.734,1.6470816236406334,-0.05012593792351016,time,short,0.6086956521739382,Tight Scalp (+20/-10%),AAPL
3141,3155,14,1.734,1.619404967709888,-0.06608710051332868,time,long,0.6592797783932322,Tight Scalp (+20/-10%),AAPL
3166,3180,14,1.734,1.7456106916483982,0.0066959006046125895,time,short,0.7858627858627233,Tight Scalp (+20/-10%),AAPL
3189,3203,14,1.734,1.6074907494156847,-0.07295804531967433,time,short,0.6666666666665538,Tight Scalp (+20/-10%),AAPL
3195,3209,14,1.734,1.6203212286236108,-0.06555869168188533,time,long,0.6866485013621934,Tight Scalp (+20/-10%),AAPL
3197,3211,14,1.734,1.5616684230794735,-0.09938383905451353,time,short,0.7147147147149875,Tight Scalp (+20/-10%),AAPL
3219,3233,14,1.734,1.6608354332911506,-0.04219409844801004,time,long,0.7179487179487354,Tight Scalp (+20/-10%),AAPL
3220,3234,14,1.734,1.6721607551693127,-0.035662770951953436,time,short,0.6324435318275932,Tight Scalp (+20/-10%),AAPL
3229,3243,14,1.734,1.755956448473537,0.012662311691774545,time,long,0.7604938271605326,Tight Scalp (+20/-10%),AAPL
3296,3310,14,1.734,1.7118728977234585,-0.012760727956482967,time,long,0.7746135069161445,Tight Scalp (+20/-10%),AAPL
3344,3358,14,1.734,1.7655124513096019,0.018173270651442846,time,short,0.706730769230725,Tight Scalp (+20/-10%),AAPL
3363,3377,14,1.734,1.6449216039627355,-0.05137162401226328,time,long,0.6629086809469474,Tight Scalp (+20/-10%),AAPL
3430,3444,14,1.734,1.6958765957446773,-0.021985815602838917,time,long,0.6386861313868724,Tight Scalp (+20/-10%),AAPL
3450,3464,14,1.734,1.71256669039146,-0.01236061684460205,time,long,0.6757164404222004,Tight Scalp (+20/-10%),AAPL
3520,3534,14,1.734,1.7234270864014027,-0.006097412686618941,time,long,0.7463235294117104,Tight Scalp (+20/-10%),AAPL
3526,3540,14,1.734,1.7199769373628235,-0.008087118014519293,time,long,0.6528497409324973,Tight Scalp (+20/-10%),AAPL
3549,3563,14,1.734,1.6150803520663648,-0.06858111184177347,time,short,0.6206896551726417,Tight Scalp (+20/-10%),AAPL
