symbol,date,time,window,direction,entry,mfe,bar1_body_pct,bar2_body_pct,bar1_rvol,bar2_rvol,bar1_close_vs_vwap,bar2_close_vs_vwap,vwap_slope,is_runner
AVGO,2025-02-03,14:33:00,2:30-4PM,long,215.74,1.06,0.62,0.3,2.2,1.6,0.2,0.48,0.106,0
AVGO,2025-02-10,14:30:00,2:30-4PM,long,229.24,0.84,0.63,0.17,18.0,6.0,0.21,0.29,0.027,0
AVGO,2025-02-10,14:32:00,2:30-4PM,short,227.44,-0.14,0.41,0.35,2.7,1.8,-0.14,-0.48,0.128,0
AVGO,2025-02-12,14:32:00,2:30-4PM,long,232.5,0.69,0.41,0.08,2.6,2.2,0.36,0.41,-0.287,0
AVGO,2025-02-14,14:31:00,2:30-4PM,short,232.11,-1.38,0.45,0.35,3.3,5.3,-0.58,-0.8,-0.28,0
AVGO,2025-02-18,14:30:00,2:30-4PM,short,227.6,-1.45,0.8,0.3,17.4,3.9,-1.03,-1.13,-0.97,0
AVGO,2025-02-24,14:31:00,2:30-4PM,long,219.04,0.2,0.6,0.16,3.1,2.5,0.26,0.37,0.003,0
AVGO,2025-02-28,14:30:00,2:30-4PM,short,193.34,-0.05,0.55,0.72,18.3,3.5,-0.63,-1.16,-0.927,0
AVGO,2025-03-03,14:33:00,2:30-4PM,short,199.02,-4.03,0.71,0.34,3.8,2.9,-1.19,-1.31,-0.79,1
AVGO,2025-03-03,14:35:00,2:30-4PM,short,197.27,-3.18,0.5,0.39,2.3,1.9,-1.73,-1.88,-1.099,1
AVGO,2025-03-05,14:31:00,2:30-4PM,short,189.5,-0.87,0.77,0.24,3.6,2.4,-0.6,-0.81,0.323,0
AVGO,2025-03-06,14:30:00,2:30-4PM,short,178.01,-0.22,1.14,0.53,17.8,5.5,-1.39,-1.61,-1.25,0
AVGO,2025-03-07,14:34:00,2:30-4PM,short,187.8,-1.17,0.69,0.88,2.2,2.0,-1.52,-2.27,-2.542,0
AVGO,2025-04-07,10:02:00,9:30-11AM,long,140.21,1.43,0.93,0.49,6.1,2.1,0.92,1.41,0.054,0
AVGO,2025-04-14,15:00:00,2:30-4PM,short,179.84,-0.83,0.44,0.12,2.0,1.5,-1.0,-1.1,-0.026,0
SHOP,2025-01-02,14:33:00,2:30-4PM,short,105.88,-0.92,0.46,0.29,2.4,2.4,-0.95,-1.22,-0.63,0
SHOP,2025-01-10,14:35:00,2:30-4PM,short,102.38,-1.92,0.51,0.34,2.5,4.3,-0.75,-0.9,-2.459,0
SHOP,2025-01-16,14:30:00,2:30-4PM,short,103.92,-0.35,0.44,0.0,16.9,4.0,-0.28,-0.25,-0.171,0
SHOP,2025-01-30,14:33:00,2:30-4PM,short,116.02,-0.19,0.71,0.51,3.4,2.9,-0.32,-0.65,-0.071,0
SHOP,2025-02-07,14:30:00,2:30-4PM,long,119.12,0.45,0.58,0.22,17.5,4.6,0.21,0.41,0.104,0
SHOP,2025-02-10,14:30:00,2:30-4PM,long,123.02,0.32,0.68,0.6,17.7,7.1,0.75,1.11,0.461,0
SHOP,2025-02-14,14:31:00,2:30-4PM,short,125.04,-0.92,0.42,0.56,3.3,2.8,-0.34,-0.83,-0.515,0
SHOP,2025-02-19,15:14:00,2:30-4PM,short,124.56,-0.04,0.42,0.12,4.4,1.7,-1.6,-1.63,-0.365,0
SHOP,2025-02-20,14:30:00,2:30-4PM,short,125.92,-2.26,0.45,0.31,16.2,5.3,-0.13,-0.36,-0.016,1
SHOP,2025-02-21,14:30:00,2:30-4PM,short,123.38,-0.74,0.57,0.92,18.3,3.3,-0.13,-0.9,0.753,0
SHOP,2025-02-24,14:31:00,2:30-4PM,long,116.58,0.38,0.66,0.14,2.8,4.2,0.38,0.51,-0.221,0
SHOP,2025-02-28,14:32:00,2:30-4PM,short,107.97,-0.36,0.55,0.17,2.3,3.1,-0.73,-0.77,-0.913,0
SHOP,2025-03-03,14:30:00,2:30-4PM,long,114.15,0.93,0.72,0.36,17.5,6.7,0.28,0.45,0.128,0
SHOP,2025-03-04,14:30:00,2:30-4PM,short,101.91,-1.67,0.71,0.94,18.4,6.6,-0.51,-1.11,-0.945,0
SHOP,2025-03-04,14:31:00,2:30-4PM,short,100.89,-0.67,0.94,1.07,6.6,4.8,-1.11,-1.72,-1.282,0
SHOP,2025-03-04,14:32:00,2:30-4PM,short,100.56,-0.35,1.07,0.35,4.8,3.5,-1.72,-1.74,-1.662,0
SHOP,2025-03-06,14:31:00,2:30-4PM,long,103.89,2.44,0.67,0.34,3.4,2.7,0.39,0.69,-0.755,1
SHOP,2025-03-07,14:36:00,2:30-4PM,short,101.39,-0.01,0.71,0.07,2.3,2.5,-0.08,-0.18,-0.617,0
SHOP,2025-06-05,14:41:00,2:30-4PM,long,105.53,0.63,0.63,0.41,4.5,2.2,1.26,1.61,0.129,0
UBER,2025-01-06,14:33:00,2:30-4PM,long,67.18,0.26,0.6,0.17,2.4,2.4,0.19,0.32,-0.473,0
UBER,2025-01-07,14:33:00,2:30-4PM,short,67.85,-1.22,0.5,0.45,2.3,1.8,-0.14,-0.56,0.333,0
UBER,2025-01-29,14:31:00,2:30-4PM,short,67.32,-0.06,0.56,0.36,6.4,5.0,-0.58,-0.78,-0.326,0
UBER,2025-01-30,14:30:00,2:30-4PM,long,64.46,4.28,1.39,0.3,17.3,4.9,0.07,0.28,-0.943,1
UBER,2025-02-03,14:30:00,2:30-4PM,long,66.11,2.21,0.75,0.43,19.0,3.8,0.51,0.91,0.249,1
UBER,2025-02-03,14:31:00,2:30-4PM,long,66.53,1.56,0.43,0.64,3.8,5.5,0.91,1.29,0.337,0
UBER,2025-02-03,14:32:00,2:30-4PM,long,66.98,1.07,0.64,0.66,5.5,4.8,1.29,1.66,0.587,0
UBER,2025-02-04,14:33:00,2:30-4PM,long,69.26,0.4,0.48,0.3,3.6,4.4,0.97,1.06,0.872,0
UBER,2025-02-06,14:30:00,2:30-4PM,long,66.49,1.76,0.41,0.86,18.8,5.7,0.41,1.03,0.781,0
UBER,2025-02-06,14:35:00,2:30-4PM,long,66.98,1.02,0.44,0.13,2.5,2.0,1.25,1.25,1.4,0
UBER,2025-02-07,14:31:00,2:30-4PM,long,71.29,1.8,1.11,0.45,6.3,5.6,1.2,1.35,0.385,0
UBER,2025-02-07,14:32:00,2:30-4PM,long,71.42,1.6,0.45,0.22,5.6,3.6,1.35,1.37,0.641,0
UBER,2025-02-07,15:24:00,2:30-4PM,long,74.2,0.49,0.5,0.26,3.3,1.8,2.53,2.71,0.465,0
UBER,2025-02-10,14:30:00,2:30-4PM,long,77.74,1.03,0.55,0.28,17.6,5.8,0.7,0.8,0.795,0
UBER,2025-02-12,14:30:00,2:30-4PM,short,74.49,-0.34,0.41,0.2,17.7,7.7,-0.52,-0.54,-0.407,0
UBER,2025-02-24,14:33:00,2:30-4PM,short,77.32,-2.2,0.53,0.31,2.5,4.0,-0.89,-1.03,0.195,1
UBER,2025-02-25,14:30:00,2:30-4PM,short,75.35,-1.13,0.96,0.38,18.7,3.3,-0.29,-0.59,0.105,0
UBER,2025-02-28,14:32:00,2:30-4PM,short,73.68,-0.14,0.44,0.35,4.3,2.2,-0.45,-0.79,0.386,0
UBER,2025-03-03,14:31:00,2:30-4PM,long,77.38,0.47,0.64,0.34,4.1,4.7,0.39,0.59,0.052,0
UBER,2025-03-04,14:32:00,2:30-4PM,short,72.92,-0.86,0.41,0.07,2.9,1.8,-0.11,-0.16,-0.513,0
UBER,2025-06-10,14:32:00,2:30-4PM,short,85.64,-0.05,0.43,0.19,3.1,1.5,-1.65,-1.8,-0.194,0
COIN,2025-01-02,14:32:00,2:30-4PM,short,254.01,-1.18,0.64,0.61,2.9,4.2,-0.64,-1.04,-0.258,0
COIN,2025-01-02,14:33:00,2:30-4PM,short,252.79,-0.71,0.61,0.46,4.2,2.5,-1.04,-1.43,-0.349,0
COIN,2025-01-02,14:34:00,2:30-4PM,short,252.34,-0.53,0.46,0.15,2.5,2.9,-1.43,-1.49,-0.426,0
COIN,2025-01-06,14:30:00,2:30-4PM,short,273.83,-0.76,0.93,0.74,15.3,3.7,-0.56,-1.32,-0.173,0
COIN,2025-01-06,14:31:00,2:30-4PM,short,272.82,-0.39,0.74,0.45,3.7,3.2,-1.32,-1.54,-0.296,0
COIN,2025-01-07,14:35:00,2:30-4PM,short,283.26,-3.62,0.48,0.34,2.4,1.9,-0.39,-0.62,0.307,1
COIN,2025-01-07,14:56:00,2:30-4PM,short,280.5,-3.19,0.82,0.23,2.4,1.7,-1.27,-1.39,-0.116,1
COIN,2025-01-07,15:00:00,2:30-4PM,short,274.31,-1.0,0.89,0.67,2.7,2.8,-2.71,-3.11,-0.415,0
COIN,2025-01-08,14:31:00,2:30-4PM,long,264.07,1.11,0.4,0.05,3.2,3.6,0.91,0.87,0.265,0
COIN,2025-01-14,14:34:00,2:30-4PM,long,262.0,0.22,0.59,0.17,2.5,2.4,0.35,0.49,0.273,0
COIN,2025-01-16,14:30:00,2:30-4PM,short,272.01,-1.0,0.52,0.29,15.5,6.5,-0.43,-0.66,-0.115,0
COIN,2025-01-17,14:32:00,2:30-4PM,long,295.62,0.9,1.44,0.48,6.0,4.2,1.17,1.3,0.317,0
COIN,2025-01-21,14:30:00,2:30-4PM,long,301.09,-0.05,0.89,0.06,16.5,4.8,1.06,1.03,0.661,0
COIN,2025-01-21,14:34:00,2:30-4PM,short,293.32,-5.0,0.72,0.84,3.2,2.6,-0.74,-1.43,0.759,1
COIN,2025-01-21,14:35:00,2:30-4PM,short,290.0,-3.96,0.84,1.28,2.6,2.8,-1.43,-2.32,0.587,1
COIN,2025-01-21,14:36:00,2:30-4PM,short,289.25,-3.78,1.28,0.27,2.8,2.3,-2.32,-2.35,0.351,1
COIN,2025-01-22,14:34:00,2:30-4PM,long,293.95,0.78,1.18,0.16,2.7,3.2,0.75,0.89,0.109,0
COIN,2025-01-22,15:13:00,2:30-4PM,long,297.29,0.32,0.5,0.49,2.4,3.2,1.07,1.52,0.056,0
COIN,2025-01-23,14:31:00,2:30-4PM,long,294.73,2.43,0.89,0.65,4.9,4.4,1.11,1.57,0.173,1
COIN,2025-01-23,14:32:00,2:30-4PM,long,295.46,2.17,0.65,0.33,4.4,5.8,1.57,1.47,0.363,1
COIN,2025-01-23,14:34:00,2:30-4PM,long,298.0,1.3,0.52,0.32,2.9,3.8,1.8,1.84,0.906,0
COIN,2025-01-24,14:39:00,2:30-4PM,long,306.0,0.09,0.51,0.04,3.3,2.3,1.07,1.12,0.169,0
COIN,2025-01-27,14:32:00,2:30-4PM,short,282.46,-1.86,0.47,0.35,4.9,2.9,-0.32,-0.5,-0.209,0
COIN,2025-01-29,14:30:00,2:30-4PM,long,285.5,1.23,0.48,0.84,15.7,8.8,0.06,0.75,-0.056,0
COIN,2025-01-29,14:31:00,2:30-4PM,long,287.71,0.45,0.84,0.77,8.8,8.7,0.75,1.19,0.074,0
COIN,2025-01-29,14:32:00,2:30-4PM,long,288.55,0.15,0.77,0.29,8.7,5.1,1.19,1.25,0.412,0
COIN,2025-01-30,14:31:00,2:30-4PM,long,299.16,1.6,1.08,0.64,5.7,5.1,1.08,1.4,0.187,0
COIN,2025-01-30,14:32:00,2:30-4PM,long,301.16,1.39,0.64,0.63,5.1,6.6,1.4,1.57,0.456,0
COIN,2025-01-31,14:32:00,2:30-4PM,short,299.55,-0.95,0.57,0.09,3.9,2.1,-0.25,-0.36,-0.221,0
COIN,2025-02-04,14:30:00,2:30-4PM,short,278.74,-0.04,0.99,0.5,17.0,4.8,-0.58,-0.96,-0.322,0
COIN,2025-02-04,14:33:00,2:30-4PM,long,283.16,1.0,0.94,0.17,2.5,2.9,0.44,0.58,-0.519,0
COIN,2025-02-07,14:30:00,2:30-4PM,long,279.01,0.8,1.17,0.56,13.7,6.9,0.96,1.17,0.521,0
COIN,2025-02-10,14:30:00,2:30-4PM,long,282.94,0.92,0.43,0.47,18.2,7.0,0.43,0.7,0.372,0
COIN,2025-02-10,14:33:00,2:30-4PM,long,284.98,0.05,0.68,0.08,4.4,3.9,1.02,0.99,0.826,0
COIN,2025-02-11,14:32:00,2:30-4PM,short,272.77,-0.09,0.57,0.41,5.4,3.7,-1.04,-1.2,-1.298,0
COIN,2025-02-13,14:30:00,2:30-4PM,long,289.48,0.44,1.44,0.34,17.1,6.1,1.35,1.41,0.663,0
COIN,2025-02-14,14:33:00,2:30-4PM,short,285.68,-3.21,1.17,0.54,2.4,1.9,-0.7,-1.26,-1.102,1
COIN,2025-02-14,14:38:00,2:30-4PM,short,281.41,-1.74,0.5,0.68,2.1,1.7,-1.55,-2.1,-1.585,0
COIN,2025-02-19,14:31:00,2:30-4PM,short,264.53,-1.15,0.41,0.21,4.4,2.9,-0.6,-0.75,-0.35,0
COIN,2025-02-24,14:32:00,2:30-4PM,short,235.9,-3.56,1.54,0.15,3.5,3.7,-1.07,-1.17,-0.401,1
COIN,2025-02-28,14:35:00,2:30-4PM,long,205.49,2.05,0.49,1.15,3.4,2.8,0.28,1.19,0.24,1
COIN,2025-03-04,14:31:00,2:30-4PM,short,199.88,-1.79,1.18,0.39,3.5,5.5,-0.6,-0.88,-0.01,0
COIN,2025-03-04,14:35:00,2:30-4PM,long,203.22,1.1,0.88,0.63,2.1,3.0,0.32,0.88,-0.302,0
COIN,2025-03-04,14:36:00,2:30-4PM,long,205.01,0.14,0.63,0.87,3.0,1.5,0.88,1.69,-0.222,0
COIN,2025-03-05,14:36:00,2:30-4PM,short,209.02,-0.01,0.89,0.49,3.1,2.6,-2.12,-2.42,-0.919,0
COIN,2025-03-07,14:40:00,2:30-4PM,long,218.64,1.56,0.77,0.52,2.2,1.6,1.61,2.06,0.185,0
COIN,2025-04-07,10:02:00,9:30-11AM,long,147.2,2.58,0.41,0.42,2.2,2.6,1.9,2.26,0.153,1
COIN,2025-04-28,15:21:00,2:30-4PM,short,201.77,-1.01,0.42,0.12,2.2,1.7,-2.05,-2.12,-0.105,0
COIN,2025-05-12,14:42:00,2:30-4PM,long,213.17,0.06,0.96,0.35,5.0,3.3,1.26,1.54,0.019,0
COIN,2025-05-13,15:08:00,2:30-4PM,long,244.78,1.54,0.42,0.26,3.4,1.6,2.61,2.84,0.106,0
COIN,2025-06-18,15:25:00,2:30-4PM,long,260.89,6.99,0.49,0.32,4.6,5.4,1.64,1.85,0.174,1
COIN,2025-06-18,15:28:00,2:30-4PM,long,265.0,5.64,0.8,0.39,4.2,3.6,2.78,2.97,0.546,1
PLTR,2025-01-02,14:35:00,2:30-4PM,short,73.09,-0.92,1.07,0.92,3.2,3.3,-2.28,-2.85,-1.275,0
PLTR,2025-01-02,14:36:00,2:30-4PM,short,72.89,-0.64,0.92,0.29,3.3,3.1,-2.85,-2.76,-1.614,0
PLTR,2025-01-03,14:35:00,2:30-4PM,long,76.64,1.87,0.43,0.27,2.8,2.4,0.96,1.19,0.664,0
PLTR,2025-01-03,14:38:00,2:30-4PM,long,77.64,0.56,0.65,0.3,2.3,2.0,1.81,1.94,1.152,0
PLTR,2025-01-06,14:35:00,2:30-4PM,short,77.69,-1.1,1.08,0.46,2.8,3.0,-0.75,-1.11,-0.334,0
PLTR,2025-01-06,14:36:00,2:30-4PM,short,77.55,-0.93,0.46,0.16,3.0,2.6,-1.11,-1.17,-0.45,0
PLTR,2025-01-07,14:33:00,2:30-4PM,short,73.84,-2.16,0.85,0.97,2.3,3.6,-0.55,-1.34,-0.436,1
PLTR,2025-01-08,14:31:00,2:30-4PM,long,68.98,0.8,0.89,0.9,3.1,2.9,0.46,1.29,-0.491,0
PLTR,2025-01-10,14:32:00,2:30-4PM,long,67.17,0.17,0.81,0.5,3.1,2.5,0.73,1.13,-0.145,0
PLTR,2025-01-16,14:31:00,2:30-4PM,long,69.39,0.76,0.67,0.33,4.2,3.9,0.28,0.58,-0.034,0
PLTR,2025-01-16,14:34:00,2:30-4PM,long,69.5,0.6,0.47,0.39,2.2,3.5,0.32,0.64,0.068,0
PLTR,2025-01-21,14:31:00,2:30-4PM,short,72.4,-0.57,0.94,0.39,6.2,3.9,-0.6,-0.91,-0.044,0
PLTR,2025-01-23,14:30:00,2:30-4PM,long,76.8,2.11,0.6,0.38,17.0,4.3,0.66,0.95,0.263,1
PLTR,2025-01-23,14:35:00,2:30-4PM,long,78.03,0.51,0.5,0.29,2.8,3.1,1.57,1.65,1.063,0
PLTR,2025-01-24,14:32:00,2:30-4PM,long,79.93,1.38,0.66,0.85,4.2,7.3,0.5,1.03,-0.081,0
PLTR,2025-01-29,14:41:00,2:30-4PM,short,78.93,-0.94,0.49,0.55,2.2,2.2,-0.7,-1.14,-0.205,0
PLTR,2025-01-31,14:30:00,2:30-4PM,long,82.77,1.74,0.9,1.31,17.7,9.7,0.6,1.38,0.222,0
PLTR,2025-01-31,14:31:00,2:30-4PM,long,83.1,1.55,1.31,0.38,9.7,6.2,1.38,1.38,0.716,0
PLTR,2025-02-05,14:33:00,2:30-4PM,long,102.64,0.91,0.74,0.43,2.3,1.8,0.68,1.03,-0.764,0
PLTR,2025-02-10,14:31:00,2:30-4PM,short,109.17,-0.42,0.61,1.58,7.2,6.3,-0.71,-1.91,-0.271,0
PLTR,2025-02-12,14:30:00,2:30-4PM,long,112.73,2.62,0.83,1.36,15.7,6.3,0.0,1.24,-0.166,1
PLTR,2025-02-13,14:32:00,2:30-4PM,long,117.94,0.03,0.53,0.73,3.2,4.9,0.4,0.95,-0.054,0
PLTR,2025-02-14,14:37:00,2:30-4PM,short,117.3,-0.43,1.0,0.6,2.2,2.0,-0.79,-1.31,1.675,0
PLTR,2025-02-18,14:30:00,2:30-4PM,long,122.37,2.15,0.8,0.31,16.2,6.3,0.75,0.87,0.399,1
PLTR,2025-02-18,14:37:00,2:30-4PM,long,123.72,1.03,0.75,0.1,2.5,1.8,1.31,1.31,1.164,0
PLTR,2025-02-24,14:33:00,2:30-4PM,long,98.01,1.02,0.56,0.56,3.0,2.2,0.19,0.7,-1.114,0
PLTR,2025-02-24,14:34:00,2:30-4PM,long,98.34,0.69,0.56,0.29,2.2,2.3,0.7,0.96,-1.063,0
PLTR,2025-02-27,14:31:00,2:30-4PM,long,92.88,0.8,1.03,0.63,7.0,5.4,0.69,1.16,0.078,0
PLTR,2025-02-27,14:35:00,2:30-4PM,long,93.54,0.08,0.53,0.33,2.2,2.3,1.28,1.54,0.475,0
PLTR,2025-02-28,14:31:00,2:30-4PM,short,78.79,-0.27,1.02,0.34,4.4,3.5,-1.96,-2.09,-1.056,0
PLTR,2025-03-03,14:30:00,2:30-4PM,long,89.11,1.54,0.8,1.47,15.9,6.0,0.06,1.33,0.249,0
PLTR,2025-03-03,14:31:00,2:30-4PM,long,89.51,1.08,1.47,0.44,6.0,4.9,1.33,1.52,0.412,0
PLTR,2025-03-04,14:30:00,2:30-4PM,long,81.91,2.55,1.2,1.1,14.8,4.7,0.6,1.47,0.043,1
PLTR,2025-03-05,14:31:00,2:30-4PM,short,83.94,-1.72,0.41,0.96,6.4,4.7,-1.43,-2.17,-0.651,0
PLTR,2025-03-05,14:36:00,2:30-4PM,short,82.87,0.01,1.07,0.59,2.3,2.0,-2.4,-2.87,-1.246,0
PLTR,2025-03-06,14:35:00,2:30-4PM,short,85.81,-1.86,0.45,0.76,2.3,2.9,-1.28,-1.89,-0.33,0
PLTR,2025-03-06,14:39:00,2:30-4PM,short,85.15,-1.1,0.65,0.26,2.1,2.5,-2.09,-2.13,-0.785,0
PLTR,2025-03-07,14:30:00,2:30-4PM,long,81.36,3.37,1.71,0.01,13.5,4.0,1.01,0.96,0.088,1
PLTR,2025-03-18,10:06:00,9:30-11AM,short,86.83,-0.18,0.45,0.1,4.8,1.7,-1.17,-1.23,-0.102,0
PLTR,2025-04-04,10:16:00,9:30-11AM,short,80.99,-2.15,0.56,0.18,3.4,3.2,-1.99,-1.98,-0.38,1
PLTR,2025-04-04,10:21:00,9:30-11AM,short,79.78,-0.66,0.56,0.09,3.7,1.8,-2.87,-2.88,-0.779,0
PLTR,2025-04-07,10:02:00,9:30-11AM,long,69.19,2.04,1.81,0.14,4.7,3.2,1.72,1.84,0.042,1
PLTR,2025-04-16,15:15:00,2:30-4PM,short,94.36,-0.73,0.45,0.11,2.2,1.8,-1.46,-1.54,-0.072,0
HOOD,2025-01-02,14:32:00,2:30-4PM,short,37.81,-1.22,1.2,0.81,3.8,2.8,-0.75,-1.48,0.127,0
HOOD,2025-01-07,14:30:00,2:30-4PM,long,43.07,0.27,1.18,0.35,16.7,5.7,0.69,0.86,0.077,0
HOOD,2025-01-07,15:00:00,2:30-4PM,short,41.0,-1.41,0.87,0.53,2.4,2.0,-2.52,-2.93,-0.331,0
HOOD,2025-01-10,14:32:00,2:30-4PM,long,40.51,0.02,0.5,0.4,2.7,2.5,0.58,0.9,-0.205,0
HOOD,2025-01-10,14:37:00,2:30-4PM,short,39.26,-1.16,1.52,0.11,3.0,1.8,-1.92,-1.94,-0.223,0
HOOD,2025-01-14,14:32:00,2:30-4PM,long,42.03,1.52,0.42,1.17,2.4,3.3,0.04,1.1,2.74,0
HOOD,2025-01-14,14:34:00,2:30-4PM,long,42.14,1.26,0.54,0.84,2.2,2.0,0.44,1.21,2.887,0
HOOD,2025-01-14,15:07:00,2:30-4PM,long,42.79,1.07,0.7,0.51,2.4,2.7,1.33,1.78,0.096,0
HOOD,2025-01-15,14:35:00,2:30-4PM,long,44.45,2.83,0.85,1.07,2.2,3.0,0.26,1.24,0.538,1
HOOD,2025-01-15,14:38:00,2:30-4PM,long,44.46,2.81,0.68,0.2,2.1,1.6,0.96,1.06,0.703,1
HOOD,2025-01-17,14:30:00,2:30-4PM,short,47.29,-0.16,0.78,0.19,15.8,6.0,-0.37,-0.44,0.014,0
HOOD,2025-01-21,14:31:00,2:30-4PM,short,48.86,-0.84,1.15,1.05,3.5,4.0,-0.97,-1.85,-0.16,0
HOOD,2025-01-24,14:32:00,2:30-4PM,long,51.08,1.29,0.45,0.16,2.6,2.9,0.13,0.27,-0.276,0
HOOD,2025-01-24,14:36:00,2:30-4PM,long,51.06,1.33,0.56,0.22,2.2,1.7,0.07,0.24,-0.272,0
HOOD,2025-01-29,14:31:00,2:30-4PM,long,49.23,0.23,0.48,0.33,3.1,3.0,0.09,0.42,-0.437,0
HOOD,2025-02-03,14:30:00,2:30-4PM,long,49.11,3.4,0.84,0.38,15.7,3.1,0.26,0.66,-0.437,1
HOOD,2025-02-03,14:33:00,2:30-4PM,long,49.57,2.44,0.49,0.88,3.1,2.2,0.55,1.35,-0.23,1
HOOD,2025-02-03,14:34:00,2:30-4PM,long,49.72,2.13,0.88,0.29,2.2,2.0,1.35,1.56,-0.143,1
HOOD,2025-02-07,14:30:00,2:30-4PM,long,55.0,0.58,0.65,0.75,16.3,9.8,0.87,1.11,0.675,0
HOOD,2025-02-07,14:31:00,2:30-4PM,long,55.08,0.44,0.75,0.2,9.8,3.4,1.11,1.11,1.137,0
HOOD,2025-02-12,14:31:00,2:30-4PM,long,54.14,2.3,1.94,0.45,4.7,2.3,0.53,0.82,-0.646,1
HOOD,2025-02-13,14:33:00,2:30-4PM,long,64.69,3.43,0.88,0.95,2.8,3.0,1.34,2.11,-0.111,1
HOOD,2025-02-13,14:34:00,2:30-4PM,long,64.95,3.02,0.95,0.33,3.0,2.7,2.11,2.32,0.067,1
HOOD,2025-02-14,14:33:00,2:30-4PM,short,62.09,-0.59,0.65,0.42,2.9,2.2,-1.68,-1.91,-0.341,0
HOOD,2025-02-14,14:34:00,2:30-4PM,short,61.82,-0.15,0.42,0.52,2.2,3.2,-1.91,-2.07,-0.502,0
HOOD,2025-02-18,14:30:00,2:30-4PM,short,63.6,-1.54,0.79,1.62,15.1,5.1,-0.43,-1.8,0.189,0
HOOD,2025-02-19,14:33:00,2:30-4PM,short,60.54,0.06,0.52,0.37,3.1,2.6,-0.17,-0.65,-0.108,0
HOOD,2025-02-19,14:35:00,2:30-4PM,long,61.31,0.98,0.89,0.32,2.0,2.1,0.29,0.59,-0.136,0
HOOD,2025-02-20,14:35:00,2:30-4PM,long,58.76,0.46,0.55,0.27,2.2,1.9,0.02,0.24,0.26,0
HOOD,2025-02-25,14:31:00,2:30-4PM,long,48.15,1.43,1.11,0.57,4.4,3.1,0.29,0.84,-0.303,0
HOOD,2025-02-25,14:32:00,2:30-4PM,long,48.32,1.08,0.57,0.42,3.1,3.2,0.84,1.09,-0.25,0
HOOD,2025-02-26,14:37:00,2:30-4PM,long,48.22,3.67,0.91,0.57,2.1,2.8,1.57,1.96,0.027,1
HOOD,2025-02-27,14:31:00,2:30-4PM,long,52.55,0.49,0.54,0.88,5.8,4.0,0.98,1.7,0.488,0
HOOD,2025-02-27,14:32:00,2:30-4PM,long,52.67,-0.02,0.88,0.21,4.0,3.6,1.7,1.7,0.694,0
HOOD,2025-02-28,14:35:00,2:30-4PM,long,48.98,0.44,1.52,0.8,2.3,1.9,1.44,2.21,-0.041,0
HOOD,2025-03-05,14:30:00,2:30-4PM,short,45.72,-1.76,1.31,0.76,15.1,4.3,-1.43,-2.05,-0.431,0
HOOD,2025-03-05,14:31:00,2:30-4PM,short,45.7,-1.71,0.76,0.01,4.3,3.4,-2.05,-1.97,-0.585,0
HOOD,2025-03-05,14:36:00,2:30-4PM,short,45.05,-0.29,0.85,0.64,3.6,1.8,-2.25,-2.81,-1.122,0
HOOD,2025-03-14,14:38:00,2:30-4PM,long,38.27,2.29,0.59,0.38,2.3,1.8,1.28,1.65,0.019,1
HOOD,2025-04-04,10:09:00,9:30-11AM,short,37.3,-3.75,0.64,0.32,5.2,5.6,-1.34,-1.66,-0.085,1
HOOD,2025-04-04,10:17:00,9:30-11AM,short,36.3,-1.16,0.71,0.68,4.6,3.4,-2.79,-3.25,-0.981,0
HOOD,2025-04-07,10:02:00,9:30-11AM,long,32.05,3.56,1.08,0.56,4.2,3.4,1.66,2.77,0.075,1
HOOD,2025-04-07,10:15:00,9:30-11AM,long,32.83,1.64,0.43,1.17,2.1,5.3,4.04,4.74,0.219,0
RKLB,2025-01-02,14:32:00,2:30-4PM,short,25.05,-5.39,0.71,0.95,3.7,2.3,-1.38,-2.06,-1.083,1
RKLB,2025-01-02,14:33:00,2:30-4PM,short,24.83,-4.56,0.95,0.91,2.3,4.5,-2.06,-2.51,-1.222,1
RKLB,2025-01-02,14:34:00,2:30-4PM,short,24.49,-3.23,0.91,1.41,4.5,5.9,-2.51,-3.07,-1.619,1
RKLB,2025-01-02,14:35:00,2:30-4PM,short,24.01,-1.29,1.41,2.0,5.9,4.9,-3.07,-4.11,-2.387,0
RKLB,2025-01-03,14:31:00,2:30-4PM,long,25.5,7.73,1.35,0.22,7.4,4.2,1.29,1.19,0.412,1
RKLB,2025-01-06,14:32:00,2:30-4PM,long,29.67,1.08,0.86,1.3,2.7,2.2,0.48,1.71,0.413,0
RKLB,2025-01-06,14:33:00,2:30-4PM,long,29.95,0.13,1.3,1.01,2.2,2.9,1.71,2.42,0.522,0
RKLB,2025-01-07,14:32:00,2:30-4PM,long,29.31,2.22,0.65,0.76,2.2,4.0,0.48,1.11,-0.289,1
RKLB,2025-01-07,14:33:00,2:30-4PM,long,29.33,2.15,0.76,0.0,4.0,2.6,1.11,1.06,-0.152,1
RKLB,2025-01-08,14:30:00,2:30-4PM,long,27.52,2.91,0.54,0.35,18.0,3.3,0.49,0.71,-0.164,1
RKLB,2025-01-08,14:35:00,2:30-4PM,long,28.26,0.21,0.97,0.65,2.0,1.9,2.28,2.84,0.288,0
RKLB,2025-01-08,14:52:00,2:30-4PM,short,26.84,-2.09,1.68,0.28,2.1,1.8,-2.52,-2.58,-0.066,1
