date,sym,setup,side,gap_pct,ep,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,hit_+0.25%,hit_+0.50%,hit_+0.75%,open_pos
2026-05-29,,B,short,0.324,737.11,0.12209846562927884,0.2930363175102723,0.2523368289671845,0.2930363175102723,0.2523368289671845,0.30388951445510287,True,False,False,
2026-06-02,,B,long,0.004,741.97,0.2331630658921544,0.02291197757322705,0.36254835101148847,0.02291197757322705,0.36254835101148847,0.02291197757322705,True,False,False,
2026-06-03,,B,short,0.166,747.55,0.8440906962744894,0.0,0.8748578690388555,0.0,0.8748578690388555,0.0,True,True,True,
2026-06-03,,B,long,0.166,746.55,0.053579800415255646,0.17815283638067475,0.053579800415255646,0.2504855669412638,0.053579800415255646,0.3496081977094502,False,False,False,
2026-06-04,,B,long,-1.181,735.345,0.23322386090881397,0.07955449482896279,0.27266113184967533,0.07955449482896279,0.5949588288490436,0.07955449482896279,True,True,False,
2026-06-05,,B,long,-1.417,731.51,0.02460663558940598,0.7012891142978217,0.02460663558940598,1.1168678486965262,0.02460663558940598,1.1168678486965262,False,False,False,
2026-06-09,,B,long,1.006,722.28,0.4679625629949598,0.15714127485185675,0.4679625629949598,0.2630558786066314,0.4679625629949598,1.1449853242509804,True,False,False,
2026-06-09,,B,short,1.006,722.9,0.5692350255913694,0.0470327846175172,1.2297689860284944,0.0470327846175172,2.177341264351917,0.0470327846175172,True,True,True,
2026-06-10,,B,short,-0.887,703.64,0.5968961400716178,0.17594224319254964,0.9301631516116137,0.17594224319254964,1.0602012392700864,0.17594224319254964,True,True,True,
2026-06-11,,B,short,0.895,701.64,0.2038082207399735,0.3135511088307459,0.6898124394276313,0.3135511088307459,0.9463542557436844,0.3135511088307459,True,True,True,
2026-06-12,,B,long,0.27,715.68,0.1984126984127086,0.6147999105745553,0.3507154035323196,0.6147999105745553,0.717499441091005,0.6147999105745553,True,True,False,
2025-12-16,,C1,short,-0.419,609.24,0.271649924496089,0.29723918324468956,0.271649924496089,0.5334515133609087,0.37259536471669324,0.5334515133609087,True,False,False,0.029
2025-12-18,,C1,long,1.424,610.42,0.08682546443433807,0.5291438681563357,0.08682546443433807,0.5733757085285541,0.15235411683759767,0.5733757085285541,False,False,False,1.0
2025-12-19,,C1,long,0.486,612.66,0.6643162602422307,0.00244834002546051,0.8095844350863508,0.00244834002546051,0.8095844350863508,0.00244834002546051,True,True,True,0.775
2025-12-24,,C1,short,-0.021,622.18,0.057057443183629264,0.07714809219197309,0.06268282490597357,0.07714809219197309,0.06268282490597357,0.1438490468996264,False,False,False,-0.509
2025-12-24,,C2,long,-0.021,622.21,0.07232284919881259,0.07875154690538709,0.07232284919881259,0.07875154690538709,0.13902058790440672,0.07875154690538709,False,False,False,-0.509
2025-12-30,,C1,short,-0.171,620.25,0.1402660217654179,0.08867392180571616,0.1402660217654179,0.24183796856106407,0.1402660217654179,0.24183796856106407,False,False,False,-0.109
2025-12-30,,C2,long,-0.171,620.43,0.05963605886240263,0.16923746433924128,0.21275566945506344,0.16923746433924128,0.21275566945506344,0.16923746433924128,False,False,False,-0.109
2026-01-06,,C1,long,0.244,620.02,0.11425437889100083,0.2387019773555721,0.3919228411986813,0.2387019773555721,0.41450275797555725,0.2387019773555721,True,False,False,1.0
2026-01-08,,C1,short,-0.171,622.33,0.6205710796522873,0.024102967878774483,0.7038066620603209,0.024102967878774483,0.7279096299391137,0.024102967878774483,True,True,False,0.154
2026-01-14,,C1,short,-0.685,622.04,0.45173943797825633,0.22667352581828853,0.7700469423188161,0.22667352581828853,0.7700469423188161,0.22667352581828853,True,True,True,0.011
2026-01-15,,C1,long,1.058,626.25,0.16287425149700308,0.21556886227545274,0.16287425149700308,0.2538922155688674,0.16287425149700308,0.26187624750498784,False,False,False,0.787
2026-01-16,,C1,long,0.623,625.86,0.035151631355259526,0.2604416323139353,0.035151631355259526,0.6535007829227034,0.035151631355259526,0.8596171667785121,False,False,False,0.824
2026-01-21,,C1,long,0.196,609.89,0.04099099837675647,0.33227303284197834,0.5099280198068527,0.33227303284197834,0.7443965305218915,0.33227303284197834,True,True,False,0.744
2026-01-22,,C1,long,0.926,621.42,0.027356699172873866,0.4634546683402523,0.027356699172873866,0.5777091178268994,0.027356699172873866,0.5857552058189287,False,False,False,0.805
2026-01-27,,C2,long,0.553,629.25,0.05880015891934915,0.3035359555025774,0.24473579658322825,0.3035359555025774,0.28923321414382996,0.3035359555025774,True,False,False,-0.182
2026-01-29,,C2,long,0.227,632.84,0.1311547942607811,0.8722583907464733,0.1311547942607811,1.3510682004930223,0.1311547942607811,1.6418051956260644,False,False,False,-0.281
2026-02-04,,C2,short,-0.285,613.19,0.30985502046675434,0.3114858363639277,0.706143283484734,0.3114858363639277,0.799099789624764,0.3114858363639277,True,True,True,1.009
2026-02-05,,C1,short,-0.988,598.81,0.24381690352531232,0.9026235366810986,0.24381690352531232,1.0019872747616108,0.6496217498037753,1.0019872747616108,True,True,False,0.183
2026-02-06,,C2,long,0.43,600.06,0.7799220077992308,0.21497850214977895,0.9249075092490865,0.21497850214977895,0.9249075092490865,0.21497850214977895,True,True,True,-0.07
